,timestamp,face_id,video,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
2312,1.6,1,146,0.042,0.267,0.294,-0.032,-0.055999999999999994,0.61,1.27,1.17,0.45,2.32,3.01,1.63,1.81,2.25,1.59,0.55,0.56,0.08,0.7,2.05,1.6,0.66
2335,0.0,0,90,-0.038,0.151,0.046,0.057,-0.022000000000000002,1.29,0.0,0.2,0.0,1.74,1.5,0.02,1.27,1.91,0.3,0.0,0.5,0.4,0.77,1.16,0.0,0.14
2336,0.1,0,90,-0.016,0.14800000000000002,0.028999999999999998,0.02,-0.001,1.83,0.0,0.14,0.72,1.22,0.96,0.06,2.11,1.33,1.01,0.0,0.29,0.0,1.17,1.81,0.0,0.67
2337,0.2,0,90,-0.016,0.105,-0.033,0.011000000000000001,0.018000000000000002,1.79,0.0,0.0,0.0,1.57,0.26,0.0,2.11,2.05,0.0,0.0,0.0,0.16,0.55,2.79,0.0,0.63
2344,0.8,1,90,0.011000000000000001,0.08199999999999999,-0.043,0.027000000000000003,-0.07,1.54,0.18,0.36,0.0,1.74,1.11,0.0,1.25,1.92,0.0,0.04,0.0,0.03,0.98,1.63,0.0,0.67
2345,0.0,0,608,0.20800000000000002,0.078,-0.099,-0.154,0.081,2.18,0.0,0.56,2.91,0.99,0.0,0.0,0.0,1.14,0.48,0.0,0.37,1.43,1.36,0.0,0.0,0.2
2346,0.1,0,608,0.015,0.055,-0.03,-0.07,0.07,2.3,0.0,1.06,1.27,0.74,0.0,0.0,0.37,0.91,0.14,0.0,0.0,1.89,0.51,0.29,0.0,0.0
2349,0.4,0,608,0.15,0.038,-0.081,-0.128,0.061,1.93,0.0,1.75,0.75,2.65,0.83,0.35,0.0,1.5,0.64,0.0,0.0,0.73,0.38,0.0,0.0,0.75
2350,0.5,0,608,0.195,0.012,-0.122,-0.20600000000000002,0.054000000000000006,2.86,0.55,0.55,0.75,1.66,0.0,0.0,0.0,1.81,0.07,0.0,0.74,0.01,1.28,0.13,0.0,1.12
2351,0.6,0,608,0.19899999999999998,0.025,-0.094,-0.214,0.066,2.45,0.74,1.01,1.52,1.3,0.0,0.0,0.0,1.39,0.0,0.0,0.53,0.0,1.8,0.1,0.0,1.17
2352,0.7,0,608,0.19399999999999998,0.044000000000000004,-0.077,-0.204,0.068,2.82,0.75,0.57,1.0,1.71,0.0,0.0,0.1,1.65,0.19,0.0,0.0,0.0,1.43,0.57,0.0,1.02
2353,0.8,0,608,0.14400000000000002,0.071,-0.061,-0.195,0.069,3.19,0.62,0.38,1.29,1.44,0.0,0.0,1.25,2.5,0.99,0.0,0.0,0.0,0.48,1.21,0.0,1.09
2354,0.9,0,608,0.152,0.047,-0.035,-0.21,0.052000000000000005,2.87,0.3,0.41,1.91,1.5,0.0,0.0,0.97,2.19,0.28,0.0,0.3,1.13,1.09,1.09,0.0,0.58
2356,0.0,0,595,-0.301,0.062,0.064,0.174,0.061,0.0,0.0,0.0,0.13,0.0,0.01,0.07,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.38,1.64,0.46
2357,0.15,0,595,-0.303,0.091,0.085,0.166,0.06,0.0,0.0,0.0,0.4,0.35,0.14,0.17,0.0,0.67,0.0,0.0,0.0,0.0,0.01,1.5,1.5,0.41
2358,0.3,0,595,-0.294,0.109,0.09,0.165,0.055999999999999994,0.0,0.0,0.0,0.0,0.59,0.0,0.28,0.0,1.08,0.0,0.0,0.0,0.0,0.12,1.53,1.41,0.23
2359,0.45,0,595,-0.293,0.11,0.08800000000000001,0.171,0.055,0.13,0.0,0.0,0.41,1.11,0.97,0.49,0.91,2.03,0.01,0.0,0.0,0.0,0.43,1.78,1.32,0.27
2360,0.6,0,595,-0.282,0.124,0.094,0.16899999999999998,0.057,0.0,0.0,0.0,0.07,1.46,1.03,0.66,1.37,2.39,0.04,0.0,0.0,0.0,0.26,2.04,1.32,0.4
2361,0.75,0,595,-0.248,0.158,0.102,0.17300000000000001,0.055999999999999994,0.0,0.0,0.0,0.59,1.68,1.5,0.65,2.07,2.95,0.61,0.0,0.0,0.0,0.0,2.31,1.29,0.55
2362,0.9,0,595,-0.276,0.158,0.105,0.171,0.059000000000000004,0.0,0.0,0.0,0.97,2.09,1.61,0.84,1.95,2.94,0.66,0.0,0.0,0.0,0.0,2.49,1.59,0.42
2363,1.05,0,595,-0.267,0.171,0.11199999999999999,0.16899999999999998,0.057999999999999996,0.0,0.0,0.0,0.86,2.08,1.87,0.74,2.32,3.14,0.95,0.0,0.0,0.0,0.0,2.68,1.65,0.49
2364,1.2,0,595,-0.268,0.171,0.111,0.17,0.061,0.0,0.0,0.0,0.79,2.13,1.99,0.68,2.26,3.19,0.8,0.0,0.0,0.0,0.02,2.59,1.65,0.46
2365,1.35,0,595,-0.239,0.19399999999999998,0.13,0.166,0.063,0.0,0.0,0.0,0.65,2.34,2.01,0.8,2.48,3.12,0.9,0.0,0.0,0.0,0.0,2.73,1.97,0.59
2366,0.0,0,224,0.40299999999999997,0.209,0.19899999999999998,-0.42100000000000004,-0.026000000000000002,2.51,1.53,0.0,0.66,1.44,1.31,0.0,1.96,1.65,1.37,0.4,0.0,0.0,0.17,0.0,0.0,0.0
2367,0.1,0,224,0.402,0.214,0.21,-0.415,-0.032,2.71,1.51,0.0,0.77,1.37,1.31,0.0,1.87,2.03,1.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0
2368,0.2,0,224,0.401,0.21899999999999997,0.21600000000000003,-0.41200000000000003,-0.022000000000000002,2.21,1.28,0.0,0.5,1.56,1.29,0.0,2.07,2.02,1.25,0.19,0.0,0.0,0.08,0.0,0.0,0.0
2369,0.3,0,224,0.39899999999999997,0.22699999999999998,0.228,-0.41100000000000003,-0.013999999999999999,2.2,1.14,0.0,0.52,1.63,0.72,0.0,2.04,1.78,1.28,0.35,0.0,0.0,0.09,0.0,0.0,0.0
2370,0.4,0,224,0.39799999999999996,0.23399999999999999,0.24,-0.41200000000000003,0.003,2.36,1.59,0.0,1.03,1.69,1.19,0.0,2.23,1.68,1.6,0.45,0.0,0.0,0.06,0.0,0.0,0.0
2371,0.5,0,224,0.4,0.23600000000000002,0.248,-0.41600000000000004,0.005,2.07,1.44,0.0,0.58,1.76,1.74,0.0,2.15,1.85,1.52,0.21,0.0,0.04,0.02,0.35,0.0,0.0
2372,0.6,0,224,0.4,0.248,0.265,-0.41700000000000004,0.01,2.76,1.66,0.0,0.85,1.73,1.8,0.0,2.12,1.78,1.42,0.47,0.0,0.0,0.09,0.5,0.0,0.0
2373,0.7,0,224,0.402,0.256,0.276,-0.415,0.012,2.86,1.66,0.0,0.72,1.7,1.47,0.0,2.17,1.72,1.73,0.42,0.02,0.21,0.09,0.57,0.0,0.0
2374,0.8,0,224,0.40700000000000003,0.251,0.276,-0.426,0.017,2.3,1.75,0.0,0.49,1.84,2.53,0.0,2.4,1.83,1.38,0.29,0.0,0.0,0.03,0.61,0.0,0.0
2375,0.9,0,224,0.405,0.24600000000000002,0.272,-0.423,0.016,2.69,1.62,0.0,0.84,1.75,2.11,0.0,2.48,1.8,1.37,0.45,0.0,0.45,0.06,0.74,0.0,0.0
2376,1.0,0,224,0.406,0.247,0.27399999999999997,-0.425,0.021,2.34,1.19,0.0,0.64,1.75,1.53,0.0,2.49,1.89,1.36,0.49,0.0,0.0,0.2,0.47,0.0,0.0
2377,1.1,0,224,0.40700000000000003,0.251,0.281,-0.424,0.024,2.46,0.97,0.01,0.87,1.75,1.63,0.0,2.45,1.82,1.52,0.42,0.0,0.27,0.04,0.45,0.0,0.0
2378,1.2,0,224,0.41,0.252,0.282,-0.431,0.026000000000000002,1.87,0.73,0.0,0.31,1.63,1.78,0.0,2.51,1.73,1.72,0.48,0.28,0.18,0.03,0.33,0.0,0.0
2379,1.3,0,224,0.41,0.248,0.278,-0.435,0.027000000000000003,1.94,0.54,0.13,0.85,1.67,1.44,0.0,2.5,1.68,1.45,0.41,0.25,0.16,0.06,0.45,0.0,0.0
2380,1.4,0,224,0.41100000000000003,0.257,0.292,-0.435,0.034,1.92,0.48,0.52,0.72,1.74,1.38,0.0,2.64,1.72,1.59,0.36,0.06,0.25,0.0,0.49,0.0,0.0
2381,1.5,0,224,0.40399999999999997,0.261,0.298,-0.426,0.040999999999999995,1.63,0.25,0.34,0.53,1.72,1.45,0.0,2.43,1.91,1.48,0.27,0.0,0.0,0.0,0.59,0.0,0.0
2382,1.6,0,224,0.401,0.265,0.304,-0.41700000000000004,0.055,1.73,0.32,0.72,0.77,1.77,1.77,0.0,2.56,1.7,1.42,0.52,0.0,0.35,0.08,0.68,0.0,0.0
2383,1.7,0,224,0.41100000000000003,0.282,0.33299999999999996,-0.433,0.073,1.78,0.45,0.54,0.34,1.64,1.71,0.0,2.51,1.67,1.74,0.37,0.0,0.16,0.18,0.59,0.0,0.0
2384,1.8,0,224,0.41100000000000003,0.27899999999999997,0.332,-0.435,0.078,1.81,0.63,0.81,0.57,1.83,1.8,0.0,2.64,1.72,1.79,0.14,0.0,0.0,0.16,0.69,0.0,0.0
2391,0.0,0,556,-0.017,0.16,0.094,0.07200000000000001,-0.105,1.18,0.03,0.0,0.41,1.14,2.25,0.19,1.41,1.33,1.03,0.29,1.58,0.22,1.24,0.0,0.0,0.0
2392,0.06,0,556,-0.031,0.131,0.054000000000000006,0.08900000000000001,-0.10300000000000001,1.06,0.33,0.09,1.75,0.61,1.02,0.1,1.28,1.09,1.05,0.14,1.87,0.0,0.96,0.0,0.0,0.0
2393,0.12,0,556,-0.025,0.12,0.032,0.07400000000000001,-0.092,1.27,0.39,0.01,1.2,0.9,1.86,0.53,1.45,1.22,0.86,0.28,2.23,0.0,1.0,0.0,0.0,0.0
2394,0.18,0,556,-0.034,0.09,-0.008,0.077,-0.065,1.18,0.39,0.0,0.91,1.15,2.23,0.7,1.39,1.4,1.08,0.26,2.03,0.0,1.08,0.0,0.0,0.0
2395,0.24,0,556,-0.032,0.07,-0.031,0.064,-0.026000000000000002,1.77,0.49,0.09,1.67,1.4,2.12,0.73,1.34,1.32,1.14,0.19,1.92,0.0,0.98,0.0,0.0,0.0
2396,0.3,0,556,-0.02,0.071,-0.039,0.048,-0.003,1.45,0.68,0.43,1.26,1.14,1.68,0.55,1.51,1.08,1.75,0.23,2.45,0.25,0.92,0.0,0.0,0.0
2397,0.36,0,556,-0.005,0.073,-0.027999999999999997,0.031,0.006,1.63,0.83,0.32,1.7,1.38,1.65,0.24,1.6,1.49,1.77,0.18,2.51,0.24,0.83,0.0,0.0,0.0
2398,0.42,0,556,0.01,0.05,-0.061,0.021,0.013000000000000001,1.8,0.91,0.0,2.4,1.24,1.25,0.0,1.8,1.73,2.03,0.0,2.27,0.0,0.74,0.0,0.0,0.0
2399,0.48,0,556,0.031,0.079,-0.028999999999999998,0.0,0.013999999999999999,1.43,0.84,0.6,1.46,1.17,1.38,0.0,1.72,1.4,1.57,0.25,2.35,0.0,0.71,0.0,0.0,0.0
2400,0.54,0,556,0.049,0.08,-0.035,-0.015,0.013000000000000001,1.25,0.77,0.39,2.25,0.92,1.83,0.18,1.5,1.2,1.41,0.09,2.22,0.0,0.89,0.0,0.0,0.0
2401,0.6,0,556,0.064,0.134,0.02,-0.023,0.008,1.87,0.93,0.47,1.55,1.18,1.95,0.43,1.46,1.41,1.27,0.37,2.31,0.19,0.97,0.0,0.0,0.0
2402,0.66,0,556,0.076,0.15,0.042,-0.033,0.006999999999999999,1.61,0.85,0.74,1.76,0.94,0.54,0.0,1.78,1.38,2.07,0.45,2.55,1.02,0.84,0.0,0.0,0.0
2407,0.96,0,556,0.087,-0.067,-0.19399999999999998,-0.05,-0.044000000000000004,0.9,0.0,0.32,0.53,0.98,1.62,0.77,0.97,0.51,0.38,0.17,1.55,0.73,0.37,0.23,0.5,0.0
2408,1.02,0,556,0.075,-0.011000000000000001,-0.114,-0.034,-0.025,1.73,0.8,0.69,1.84,0.9,1.49,0.48,1.63,1.21,0.65,0.41,1.99,0.0,1.03,0.0,0.0,0.0
2409,1.08,0,556,0.07200000000000001,-0.023,-0.128,-0.035,-0.023,1.3,0.16,0.24,1.53,1.08,2.4,0.77,1.08,0.87,0.45,0.0,1.82,0.0,0.62,0.0,0.0,0.0
2410,1.14,0,556,0.061,-0.008,-0.11199999999999999,-0.02,-0.035,1.13,0.08,0.75,2.47,1.0,1.44,0.75,1.13,1.03,0.74,0.07,2.04,0.0,1.13,0.0,0.0,0.0
2411,1.2,0,556,0.053,0.027999999999999997,-0.08900000000000001,-0.003,-0.040999999999999995,1.56,0.42,0.28,1.22,0.74,1.04,0.43,1.52,1.14,1.11,0.0,2.02,0.0,0.88,0.0,0.0,0.0
2412,1.26,0,556,0.059000000000000004,0.05,-0.034,0.009000000000000001,-0.048,1.7,0.12,0.0,0.0,1.94,3.2,0.0,0.26,1.1,0.0,0.0,1.02,0.0,0.79,0.0,0.0,0.0
2413,1.32,0,556,0.042,0.005,-0.11199999999999999,0.008,-0.032,2.13,0.85,0.21,1.38,0.88,1.22,0.68,1.13,1.05,1.07,0.0,1.78,0.07,1.27,0.0,0.0,0.0
2414,1.38,0,556,0.053,-0.017,-0.129,-0.015,-0.018000000000000002,1.22,0.15,0.59,2.2,1.14,2.19,0.72,1.48,1.03,0.61,0.0,1.82,0.0,0.93,0.0,0.0,0.0
2415,1.44,0,556,0.055,-0.017,-0.128,-0.017,-0.013000000000000001,1.59,0.26,0.94,1.22,1.19,1.67,0.64,1.64,1.14,0.95,0.1,1.76,0.0,1.0,0.0,0.0,0.0
2416,1.5,0,556,0.047,0.011000000000000001,-0.092,-0.002,-0.013000000000000001,1.68,0.18,0.21,1.25,1.44,1.74,0.84,1.44,1.28,0.87,0.25,1.93,0.0,0.76,0.0,0.0,0.0
2417,1.56,0,556,0.049,-0.044000000000000004,-0.147,-0.013000000000000001,-0.012,1.19,0.0,0.99,1.22,0.83,1.0,0.4,1.53,0.94,0.87,0.34,1.69,0.0,0.77,0.0,0.0,0.0
2418,1.62,0,556,0.063,-0.053,-0.221,-0.027000000000000003,-0.009000000000000001,0.55,0.9,1.76,0.06,0.49,0.0,1.11,1.42,0.3,0.0,1.28,1.63,0.51,0.0,0.0,0.0,1.28
2420,1.74,0,556,0.021,-0.059000000000000004,-0.162,0.011000000000000001,0.016,1.87,0.97,0.44,2.02,0.71,1.44,0.07,1.45,1.2,0.99,0.21,2.17,0.02,0.91,0.0,0.0,0.0
2421,1.8,0,556,0.016,-0.062,-0.16,0.021,-0.001,2.37,0.97,0.36,2.09,0.97,1.89,0.55,1.32,1.4,0.97,0.19,2.44,0.06,0.98,0.0,0.0,0.0
2422,1.86,0,556,-0.004,-0.10400000000000001,-0.19699999999999998,0.044000000000000004,-0.011000000000000001,2.5,2.08,0.26,3.62,0.44,0.0,0.0,1.74,1.49,1.84,0.24,2.14,0.48,0.87,0.0,0.0,0.0
2423,1.92,0,556,-0.035,-0.07400000000000001,-0.21600000000000003,0.068,0.008,1.7,2.12,1.15,2.28,0.0,0.0,0.0,1.21,0.73,0.0,1.1,1.75,0.64,0.02,0.0,0.0,0.6
2424,1.98,0,556,-0.054000000000000006,-0.034,-0.182,0.09300000000000001,0.009000000000000001,2.0,1.35,0.29,3.27,0.49,0.46,0.59,1.12,1.37,1.35,0.4,2.03,0.07,0.16,0.0,0.0,0.23
2425,2.04,0,556,-0.07200000000000001,-0.013000000000000001,-0.131,0.121,-0.021,1.8,0.95,0.15,2.54,0.55,1.44,0.67,0.77,1.44,1.53,0.14,2.14,0.32,0.9,0.0,0.0,0.0
2426,2.1,0,556,-0.083,-0.006,-0.122,0.132,-0.04,1.96,1.03,0.37,3.05,0.52,1.73,0.67,1.19,1.19,1.28,0.0,2.34,0.0,1.3,0.0,0.0,0.0
2427,2.16,0,556,-0.11800000000000001,0.045,-0.078,0.17300000000000001,-0.039,1.77,0.73,0.47,1.04,0.86,1.41,0.96,1.4,1.48,1.59,0.19,1.66,0.0,0.52,0.0,0.0,0.0
2428,2.22,0,556,-0.121,0.085,-0.048,0.172,-0.027999999999999997,1.53,0.8,0.72,0.94,0.99,1.67,1.2,0.99,1.53,1.11,0.0,1.8,0.0,0.38,0.0,0.0,0.3
2429,2.28,0,556,-0.11199999999999999,0.08800000000000001,-0.022000000000000002,0.161,-0.018000000000000002,2.09,0.98,0.85,0.95,0.72,1.14,0.42,1.4,1.68,1.65,0.29,2.02,0.0,0.61,0.0,0.29,0.0
2430,2.34,0,556,-0.08,0.107,0.002,0.12300000000000001,-0.012,1.73,0.69,0.59,1.09,0.61,0.88,0.67,0.81,1.33,0.99,0.11,1.91,0.0,0.58,0.0,0.0,0.0
2431,2.4,0,556,-0.062,0.114,0.012,0.105,-0.003,1.48,0.04,0.86,0.61,1.02,1.73,0.74,1.09,1.49,1.65,0.29,2.0,0.0,0.61,0.0,0.0,0.0
2432,2.46,0,556,-0.055,0.10800000000000001,0.006999999999999999,0.096,0.009000000000000001,2.07,0.54,0.49,1.52,1.2,1.65,0.41,1.97,1.78,2.01,0.1,2.04,0.0,1.09,0.0,0.0,0.0
2433,2.52,0,556,-0.05,0.105,0.009000000000000001,0.084,0.013999999999999999,1.97,0.28,0.67,1.06,1.14,1.19,0.74,1.44,1.7,1.49,0.21,2.15,0.0,0.67,0.0,0.0,0.0
2434,2.58,0,556,-0.043,0.105,0.005,0.091,0.012,1.12,0.12,0.85,0.99,1.2,1.24,0.82,1.17,1.54,1.67,0.24,2.02,0.13,0.86,0.0,0.21,0.0
2435,2.64,0,556,-0.037000000000000005,0.134,0.037000000000000005,0.095,0.008,1.8,0.88,0.64,1.66,0.81,0.7,0.14,1.09,1.66,1.92,0.1,1.85,0.0,0.55,0.0,0.0,0.0
2440,2.88,1,556,-0.03,0.303,0.203,0.07,-0.021,1.83,0.0,0.32,0.8,1.06,1.16,0.39,1.57,1.61,1.64,0.23,1.65,0.0,0.72,0.0,0.0,0.0
2441,2.94,1,556,-0.04,0.345,0.259,0.087,-0.035,2.32,0.74,0.0,0.62,1.22,1.04,0.0,1.9,2.05,1.93,0.0,1.87,0.69,0.97,0.0,0.0,0.0
2442,3.0,1,556,-0.042,0.293,0.207,0.094,-0.040999999999999995,1.91,0.32,0.55,1.06,1.01,1.16,0.53,1.32,1.64,1.51,0.2,1.39,0.34,0.77,0.0,0.24,0.0
2443,3.06,1,556,-0.023,0.27899999999999997,0.192,0.071,-0.027000000000000003,1.96,0.61,0.34,1.08,0.9,0.86,0.63,1.6,1.43,1.34,0.15,1.64,0.42,0.49,0.0,0.0,0.0
2444,3.12,1,556,-0.026000000000000002,0.327,0.268,0.098,-0.047,2.27,1.08,0.94,0.5,1.14,0.88,0.34,1.01,1.32,2.36,0.0,1.93,0.21,0.53,0.0,0.29,0.0
2445,3.18,1,556,-0.048,0.381,0.34700000000000003,0.14300000000000002,-0.083,1.77,0.0,1.17,0.14,1.09,1.71,0.6,1.5,0.79,1.79,0.35,0.9,0.0,0.74,0.0,0.0,0.0
2451,3.54,1,556,0.048,0.65,0.7190000000000001,0.162,-0.105,2.8,0.0,1.52,0.0,0.19,0.0,0.0,1.15,0.36,0.0,1.34,0.54,0.26,0.0,0.0,0.79,0.97
2453,3.66,1,556,-0.006999999999999999,0.677,0.779,0.132,0.013999999999999999,3.08,0.58,1.19,0.0,1.69,1.46,0.0,1.48,1.38,0.61,1.28,0.25,1.14,0.0,1.04,1.03,1.26
2455,3.78,1,556,0.043,0.599,0.778,0.019,0.11199999999999999,3.47,0.26,1.25,0.0,1.19,1.64,0.0,1.53,0.88,0.67,0.97,0.7,0.98,0.0,0.73,0.24,0.04
2457,3.9,1,556,-0.016,0.579,0.787,0.006999999999999999,0.11599999999999999,2.77,0.18,1.14,0.0,1.4,2.52,0.07,1.76,1.12,0.57,1.19,0.77,1.29,0.0,0.98,0.41,0.0
2458,0.0,0,218,0.025,0.081,0.037000000000000005,-0.0,0.017,2.06,2.71,0.0,2.17,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0
2459,0.06,0,218,0.032,0.086,0.04,-0.009000000000000001,0.022000000000000002,2.53,3.25,0.0,2.23,0.0,0.17,0.0,0.0,0.2,0.0,0.26,0.01,0.0,0.0,0.16,0.44,0.0
2460,0.12,0,218,0.032,0.06,0.011000000000000001,-0.006,0.025,2.22,3.07,0.0,2.34,0.0,0.59,0.0,0.06,0.46,0.0,0.58,0.02,0.0,0.0,0.62,0.28,0.0
2461,0.18,0,218,0.035,0.054000000000000006,0.006,-0.011000000000000001,0.026000000000000002,2.18,2.97,0.0,2.19,0.0,0.28,0.0,0.04,0.38,0.0,0.61,0.0,0.0,0.0,0.75,0.09,0.0
2462,0.24,0,218,0.035,0.055999999999999994,0.01,-0.01,0.023,1.83,3.06,0.0,2.51,0.0,0.08,0.0,0.31,0.56,0.0,0.3,0.0,0.21,0.0,1.07,0.22,0.0
2463,0.3,0,218,0.032,0.06,0.013999999999999999,-0.004,0.022000000000000002,2.3,3.14,0.0,2.39,0.01,0.21,0.0,0.63,0.69,0.0,0.36,0.0,0.06,0.0,1.28,0.17,0.0
2464,0.36,0,218,0.027999999999999997,0.063,0.019,0.003,0.017,2.23,3.09,0.0,1.82,0.11,0.0,0.0,0.67,0.84,0.0,0.39,0.0,0.17,0.0,1.58,0.52,0.0
2465,0.42,0,218,0.024,0.062,0.017,0.009000000000000001,0.019,2.05,3.24,0.0,2.26,0.23,0.04,0.0,0.85,1.21,0.0,0.51,0.15,0.34,0.0,1.84,0.82,0.0
2466,0.48,0,218,0.024,0.07400000000000001,0.031,0.01,0.025,1.97,2.95,0.0,2.52,0.27,0.52,0.0,1.35,1.3,0.01,0.53,0.21,0.45,0.0,1.96,0.55,0.0
2467,0.54,0,218,0.025,0.077,0.035,0.009000000000000001,0.032,2.07,2.96,0.0,2.26,0.57,0.15,0.0,1.41,1.3,0.42,0.65,0.26,0.52,0.0,2.12,0.76,0.0
2468,0.6,0,218,0.022000000000000002,0.07200000000000001,0.032,0.013999999999999999,0.033,2.07,3.11,0.0,2.25,0.67,0.72,0.0,1.32,1.29,0.76,0.65,0.43,0.86,0.0,2.18,0.86,0.0
2469,0.66,0,218,0.011000000000000001,0.07200000000000001,0.033,0.027999999999999997,0.032,1.96,2.91,0.0,1.84,0.5,0.72,0.0,1.32,1.43,0.55,0.37,0.0,0.75,0.0,2.05,0.57,0.0
2470,0.72,0,218,0.004,0.07,0.033,0.037000000000000005,0.033,2.39,3.23,0.0,2.25,0.56,0.0,0.0,1.01,1.21,0.4,0.5,0.0,0.93,0.0,1.92,0.41,0.0
2471,0.78,0,218,0.003,0.083,0.047,0.038,0.038,2.4,3.28,0.0,2.25,0.71,0.37,0.0,1.26,1.4,0.44,0.45,0.0,0.75,0.0,2.02,0.63,0.0
2472,0.84,0,218,0.001,0.059000000000000004,0.001,0.04,0.05,2.69,3.16,0.0,2.33,0.53,0.37,0.0,1.09,1.01,0.0,0.77,0.67,0.4,0.0,1.13,0.15,0.0
2473,0.9,0,218,0.005,0.052000000000000005,-0.013999999999999999,0.032,0.061,2.32,3.39,0.0,2.04,0.54,0.86,0.0,1.07,1.08,0.04,0.79,1.37,0.21,0.0,1.01,0.21,0.0
2474,0.96,0,218,0.003,0.03,-0.048,0.036000000000000004,0.066,2.47,3.3,0.0,1.48,0.44,0.61,0.0,1.36,0.8,0.05,0.62,0.95,0.18,0.0,1.12,1.12,0.0
2475,1.02,0,218,-0.003,0.009000000000000001,-0.079,0.044000000000000004,0.071,2.29,3.11,0.0,1.2,0.32,0.82,0.0,1.11,0.61,0.24,0.56,1.02,0.28,0.0,0.82,1.28,0.0
2476,1.08,0,218,-0.004,-0.011000000000000001,-0.105,0.044000000000000004,0.068,2.12,3.12,0.0,2.04,0.29,0.82,0.0,1.27,0.71,0.24,0.66,0.91,0.03,0.0,0.81,1.12,0.0
2477,1.14,0,218,-0.006,-0.025,-0.125,0.049,0.065,2.27,3.02,0.0,1.8,0.22,0.69,0.0,1.12,0.67,0.0,0.63,0.59,0.0,0.0,0.84,1.85,0.0
2478,1.2,0,218,-0.001,-0.023,-0.12300000000000001,0.039,0.068,2.33,3.13,0.0,2.13,0.27,0.77,0.0,1.26,0.77,0.0,0.61,0.73,0.17,0.0,0.81,1.34,0.0
2479,1.26,0,218,-0.001,-0.018000000000000002,-0.114,0.039,0.069,2.18,3.09,0.0,2.31,0.22,1.05,0.0,0.99,0.58,0.0,0.66,0.9,0.3,0.0,0.86,1.08,0.0
2480,1.32,0,218,0.004,-0.009000000000000001,-0.1,0.03,0.067,2.34,2.95,0.0,2.46,0.26,0.96,0.0,1.01,0.67,0.0,0.47,0.7,0.37,0.0,1.2,1.27,0.0
2481,1.38,0,218,0.006999999999999999,-0.011000000000000001,-0.102,0.027000000000000003,0.064,2.16,3.03,0.0,3.08,0.13,1.18,0.0,1.16,0.69,0.18,0.71,0.56,0.02,0.0,1.19,1.45,0.0
2482,1.44,0,218,0.008,-0.018000000000000002,-0.111,0.026000000000000002,0.064,2.26,3.09,0.0,3.25,0.16,1.08,0.0,1.13,0.63,0.13,0.88,0.55,0.42,0.0,1.23,1.43,0.0
2483,1.5,0,218,0.013999999999999999,-0.018000000000000002,-0.114,0.018000000000000002,0.064,2.05,3.01,0.0,3.12,0.08,0.96,0.0,1.5,0.67,0.19,0.81,0.44,0.26,0.0,1.26,1.31,0.0
2484,1.56,0,218,0.023,-0.028999999999999998,-0.126,0.006999999999999999,0.07,2.09,3.08,0.0,3.04,0.04,0.79,0.0,0.83,0.52,0.0,0.93,0.54,0.25,0.0,1.03,1.31,0.0
2485,1.62,0,218,0.027999999999999997,-0.016,-0.10400000000000001,-0.001,0.08,2.17,3.0,0.0,3.65,0.11,0.47,0.0,0.64,0.5,0.16,0.73,0.26,0.09,0.0,1.37,1.04,0.0
2486,1.68,0,218,0.04,-0.005,-0.084,-0.021,0.08900000000000001,2.18,2.85,0.0,3.0,0.01,0.73,0.0,0.59,0.55,0.0,0.68,0.0,0.0,0.0,1.66,1.07,0.0
2487,1.74,0,218,0.053,-0.005,-0.083,-0.034,0.08900000000000001,1.81,2.72,0.0,2.49,0.0,1.02,0.0,0.57,0.59,0.0,0.49,0.0,0.0,0.0,1.79,0.96,0.0
2488,1.8,0,218,0.07,0.0,-0.077,-0.052000000000000005,0.084,1.67,2.59,0.0,1.71,0.06,0.75,0.0,0.45,0.65,0.0,0.32,0.0,0.0,0.0,1.89,1.04,0.0
2489,1.86,0,218,0.09,0.006,-0.073,-0.07400000000000001,0.071,1.5,2.54,0.0,1.51,0.17,0.71,0.0,0.51,0.67,0.0,0.39,0.0,0.0,0.0,1.84,1.35,0.0
2490,1.92,0,218,0.107,0.008,-0.071,-0.09,0.057,1.75,2.81,0.0,1.4,0.1,0.16,0.0,0.58,0.49,0.0,0.32,0.0,0.0,0.0,1.35,1.29,0.0
2491,1.92,1,218,-0.525,0.018000000000000002,-0.063,0.608,0.028999999999999998,0.09,0.57,1.74,0.0,2.14,2.69,1.52,0.34,1.05,0.45,0.0,0.95,0.0,0.0,1.03,1.45,0.0
2492,1.98,0,218,0.12300000000000001,0.042,-0.022000000000000002,-0.10300000000000001,0.040999999999999995,1.76,2.44,0.0,2.13,0.0,0.0,0.0,0.04,0.13,0.0,0.66,0.96,0.0,0.09,0.07,0.96,0.0
2494,2.04,0,218,0.1,0.039,-0.036000000000000004,-0.062,0.038,2.58,2.98,0.0,2.88,0.0,0.48,0.0,0.0,0.0,0.0,0.74,0.49,0.0,0.17,0.23,0.88,0.0
